curve,elapsed_sec,mean,ci_lo,ci_hi,n_runs
original r6 (n=3),234.0,6.832341008771929,0.28099572201851597,13.383686295525344,3
original r6 (n=3),235.0,6.860301535087719,0.30716343263049417,13.413439637544943,3
original r6 (n=3),236.0,6.888262061403509,0.3326720740499356,13.443852048757083,3
original r6 (n=3),237.0,6.9162225877192975,0.357522385430177,13.474922790008417,3
original r6 (n=3),238.0,6.944183114035088,0.381715302797649,13.506650925272528,3
original r6 (n=3),239.0,6.972143640350876,0.4052519576481046,13.539035323053648,3
original r6 (n=3),240.0,7.00111111111111,0.4333950203275956,13.568827201894624,3
original r6 (n=3),241.0,7.112222222222221,1.013281421984738,13.211163022459704,3
original r6 (n=3),242.0,7.223333333333333,1.5916044868969434,12.855062179769721,3
original r6 (n=3),243.0,7.336666666666663,2.1794428171427027,12.493890516190625,3
original r6 (n=3),244.0,8.000833333333333,5.519800146033004,10.48186652063366,3
original r6 (n=3),245.0,8.084166666666667,5.906111774700433,10.2622215586329,3
original r6 (n=3),246.0,8.167499999999999,6.272917445592142,10.062082554407855,3
original r6 (n=3),247.0,8.250833333333333,6.610075732213872,9.891590934452793,3
original r6 (n=3),248.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),249.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),250.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),251.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),252.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),253.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),254.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),255.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),256.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),257.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),258.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),259.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),260.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),261.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),262.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),263.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),264.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),265.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),266.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),267.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),268.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),269.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),270.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),271.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),272.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),273.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),274.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),275.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),276.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),277.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),278.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),279.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),280.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),281.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),282.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),283.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),284.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),285.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),286.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),287.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
