curve,elapsed_sec,mean,ci_lo,ci_hi,n_runs
ours r4 (n=3),176.0,8.379225815268454,5.439232382475277,11.31921924806163,3
ours r4 (n=3),177.0,8.400764162922725,5.45693106938822,11.34459725645723,3
ours r4 (n=3),178.0,8.422302510576996,5.474510707630754,11.370094313523238,3
ours r4 (n=3),179.0,8.443840858231264,5.491971776166249,11.395709940296278,3
ours r4 (n=3),180.0,8.465379205885535,5.5093147656217845,11.421443646149285,3
ours r4 (n=3),181.0,8.486917553539806,5.526540178011727,11.447294929067885,3
ours r4 (n=3),182.0,8.508455901194075,5.54364852645767,11.473263275930481,3
ours r4 (n=3),183.0,8.529994248848347,5.560640334905043,11.499348162791652,3
ours r4 (n=3),184.0,8.551532596502616,5.577516137836717,11.525549055168515,3
ours r4 (n=3),185.0,8.573070944156887,5.594276479983994,11.551865408329782,3
ours r4 (n=3),186.0,8.594609291811157,5.610921916035222,11.578296667587091,3
ours r4 (n=3),187.0,8.616147639465426,5.627453010342458,11.604842268588396,3
ours r4 (n=3),188.0,8.637685987119697,5.643870336626424,11.63150163761297,3
ours r4 (n=3),189.0,8.671510659560292,5.620626806379206,11.722394512741378,3
ours r4 (n=3),190.0,8.705335332000887,5.597114094545444,11.813556569456331,3
ours r4 (n=3),191.0,8.739160004441484,5.573346826876767,11.9049731820062,3
ours r4 (n=3),192.0,8.77298467688208,5.549338646620518,11.996630707143643,3
ours r4 (n=3),193.0,8.806809349322673,5.525102290411834,12.088516408233513,3
ours r4 (n=3),194.0,8.840634021763268,5.500649657803656,12.18061838572288,3
ours r4 (n=3),195.0,8.874458694203865,5.475991874976475,12.272925513431254,3
ours r4 (n=3),196.0,8.90828336664446,5.451139353128427,12.365427380160492,3
ours r4 (n=3),197.0,8.942108039085054,5.426101842006426,12.458114236163683,3
ours r4 (n=3),198.0,8.97593271152565,5.400888479001209,12.55097694405009,3
ours r4 (n=3),199.0,9.343090717299578,6.33749635952517,12.348685075073986,3
ours r4 (n=3),200.0,9.451476793248945,6.44460984294677,12.45834374355112,3
ours r4 (n=3),201.0,9.559862869198312,6.519764529731762,12.599961208664862,3
ours r4 (n=3),202.0,9.66824894514768,6.563986615074935,12.772511275220424,3
ours r4 (n=3),203.0,9.776635021097047,6.579137725138275,12.974132317055819,3
ours r4 (n=3),204.0,9.815576652601969,6.555992608534864,13.075160696669073,3
ours r4 (n=3),205.0,9.859325976414583,6.521442809996994,13.197209142832172,3
ours r4 (n=3),206.0,9.903075300227199,6.486816677738764,13.319333922715634,3
ours r4 (n=3),207.0,9.946824624039813,6.45211934754583,13.441529900533796,3
ours r4 (n=3),208.0,9.99057394785243,6.417355508666429,13.563792387038433,3
ours r4 (n=3),209.0,10.034323271665045,6.382529450886219,13.68611709244387,3
ours r4 (n=3),210.0,10.078072595477659,6.34764510582267,13.808500085132648,3
ours r4 (n=3),211.0,10.121821919290275,6.312706083243218,13.930937755337332,3
ours r4 (n=3),212.0,10.165571243102889,6.277715703087164,14.053426783118613,3
ours r4 (n=3),213.0,10.209320566915503,6.24267702376809,14.175964110062916,3
ours r4 (n=3),214.0,10.253069890728119,6.20759286724735,14.298546914208888,3
ours r4 (n=3),215.0,10.296819214540733,6.172465841297336,14.421172587784131,3
ours r4 (n=3),216.0,10.340568538353347,6.137298359312604,14.54383871739409,3
